,sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_m,potentialperwage,valueperwage
41,211110,p. dybala,"CF, CAM",87,88,93000000.0,160000.0,27,1.77,0.00055,581.25
42,216267,a. robertson,LB,87,88,83500000.0,175000.0,27,1.78,0.0005028571428571429,477.14285714285717
43,228702,f. de jong,"CM, CDM, CB",87,92,119500000.0,210000.0,24,1.8,0.0004380952380952381,569.047619047619
44,231281,t. alexander-arnold,RB,87,92,114000000.0,150000.0,22,1.8,0.0006133333333333334,760.0
45,233049,j. sancho,"RM, CF, LM",87,91,116500000.0,150000.0,21,1.8,0.0006066666666666667,776.6666666666666
46,239818,rúben dias,CB,87,91,102500000.0,170000.0,24,1.87,0.0005352941176470588,602.9411764705883
47,138956,g. chiellini,CB,86,86,12000000.0,88000.0,36,1.87,0.0009772727272727272,136.36363636363637
48,162835,s. handanovič,GK,86,86,7500000.0,78000.0,36,1.93,0.0011025641025641025,96.15384615384616
49,178603,m. hummels,CB,86,86,44000000.0,95000.0,32,1.9100000000000001,0.0009052631578947368,463.1578947368421
50,189332,jordi alba,"LB, LM",86,86,47000000.0,200000.0,32,1.7,0.00043,235.0
51,189509,thiago,"CM, CDM",86,86,65000000.0,180000.0,30,1.74,0.00047777777777777776,361.1111111111111
52,189511,sergio busquets,"CDM, CM",86,86,45000000.0,200000.0,32,1.8900000000000001,0.00043,225.0
53,189513,parejo,CM,86,86,53500000.0,64000.0,32,1.82,0.00134375,835.9375
54,192984,k. casteels,GK,86,87,52000000.0,88000.0,29,1.97,0.0009886363636363636,590.9090909090909
55,198219,l. insigne,"LW, CF",86,86,65500000.0,125000.0,30,1.6300000000000001,0.000688,524.0
56,201024,k. koulibaly,CB,86,86,55500000.0,105000.0,30,1.87,0.0008190476190476191,528.5714285714286
57,201535,r. varane,CB,86,88,68500000.0,180000.0,28,1.9100000000000001,0.0004888888888888889,380.55555555555554
58,204485,r. mahrez,"RW, RM",86,86,65500000.0,220000.0,30,1.79,0.0003909090909090909,297.72727272727275
59,208093,gerard moreno,"ST, RM, RW",86,86,68000000.0,73000.0,29,1.8,0.001178082191780822,931.5068493150685
60,208830,j. vardy,ST,86,86,33000000.0,180000.0,34,1.79,0.00047777777777777776,183.33333333333334
61,209499,fabinho,"CDM, CB",86,88,73500000.0,165000.0,27,1.8800000000000001,0.0005333333333333334,445.45454545454544
62,210514,joão cancelo,"RB, LB",86,87,71500000.0,185000.0,27,1.82,0.00047027027027027026,386.4864864864865
63,212218,a. laporte,CB,86,89,77000000.0,185000.0,27,1.9100000000000001,0.0004810810810810811,416.2162162162162
64,213345,k. coman,"LM, RM, LW",86,87,81000000.0,120000.0,25,1.8,0.000725,675.0
65,218667,bernardo silva,"CAM, CM, RW",86,87,80000000.0,200000.0,26,1.73,0.000435,400.0
66,226161,marcos llorente,"CM, RM, ST",86,89,88000000.0,95000.0,26,1.84,0.0009368421052631579,926.3157894736842
67,231866,rodri,CDM,86,89,81000000.0,175000.0,25,1.9100000000000001,0.0005085714285714285,462.85714285714283
68,232363,m. škriniar,CB,86,88,74000000.0,150000.0,26,1.8800000000000001,0.0005866666666666667,493.3333333333333
69,143076,a. gómez,"CAM, CF, CM",85,85,33500000.0,51000.0,33,1.67,0.0016666666666666668,656.8627450980392
70,163587,k. schmeichel,GK,85,85,9000000.0,115000.0,34,1.8900000000000001,0.0007391304347826087,78.26086956521739
71,164240,thiago silva,CB,85,85,9500000.0,105000.0,36,1.83,0.0008095238095238096,90.47619047619048
72,168542,david silva,"CAM, CM",85,85,22000000.0,44000.0,35,1.73,0.001931818181818182,500.0
73,177683,y. sommer,GK,85,85,26500000.0,40000.0,32,1.83,0.002125,662.5
74,179813,e. cavani,ST,85,85,26000000.0,190000.0,34,1.85,0.0004473684210526316,136.8421052631579
75,183277,e. hazard,LW,85,85,52000000.0,240000.0,30,1.75,0.0003541666666666667,216.66666666666666
76,184344,l. bonucci,CB,85,85,17500000.0,110000.0,34,1.9000000000000001,0.0007727272727272727,159.0909090909091
77,185122,p. gulácsi,GK,85,85,28500000.0,87000.0,31,1.9100000000000001,0.0009770114942528735,327.58620689655174
78,186942,i̇. gündoğan,"CM, CDM",85,85,51500000.0,185000.0,30,1.8,0.00045945945945945947,278.3783783783784
79,188350,m. reus,"CAM, CF",85,85,43000000.0,95000.0,32,1.8,0.0008947368421052632,452.63157894736844
80,188377,k. walker,RB,85,85,39000000.0,170000.0,31,1.83,0.0005,229.41176470588235
81,188567,p. aubameyang,"ST, LW, LM",85,85,43500000.0,145000.0,32,1.87,0.0005862068965517242,300.0
82,193747,koke,"CM, CDM",85,85,52500000.0,90000.0,29,1.76,0.0009444444444444445,583.3333333333334
83,194765,a. griezmann,"ST, LW, RW",85,85,53000000.0,220000.0,30,1.76,0.00038636363636363635,240.9090909090909
84,198176,s. de vrij,CB,85,85,45000000.0,145000.0,29,1.8900000000000001,0.0005862068965517242,310.3448275862069
85,201942,roberto firmino,CF,85,85,54000000.0,185000.0,29,1.81,0.00045945945945945947,291.8918918918919
86,202556,m. depay,"CF, LW, CAM",85,86,63000000.0,220000.0,27,1.76,0.0003909090909090909,286.3636363636364
87,204963,carvajal,RB,85,85,47500000.0,210000.0,29,1.73,0.0004047619047619048,226.1904761904762
88,205498,jorginho,"CM, CDM",85,85,52500000.0,170000.0,29,1.8,0.0005,308.8235294117647
89,206113,s. gnabry,"RM, LM, RW",85,86,64500000.0,110000.0,25,1.76,0.0007818181818181818,586.3636363636364
90,223848,s. milinković-savić,"CM, CDM, CAM",85,87,66000000.0,100000.0,26,1.9100000000000001,0.00087,660.0
91,226790,w. ndidi,"CDM, CM",85,88,66500000.0,120000.0,24,1.83,0.0007333333333333333,554.1666666666666
92,230142,oyarzabal,"LW, RW",85,89,77500000.0,57000.0,24,1.81,0.0015614035087719298,1359.6491228070176
93,231478,l. martínez,ST,85,89,78000000.0,145000.0,23,1.74,0.0006137931034482758,537.9310344827586
94,231677,m. rashford,"LM, ST",85,89,77500000.0,150000.0,23,1.86,0.0005933333333333333,516.6666666666666
95,235212,a. hakimi,"RB, RWB",85,88,69500000.0,100000.0,22,1.81,0.00088,695.0
96,235243,m. de ligt,CB,85,90,75000000.0,81000.0,21,1.8900000000000001,0.0011111111111111111,925.925925925926
97,41236,z. ibrahimović,ST,84,84,14500000.0,51000.0,39,1.95,0.0016470588235294118,284.3137254901961
98,146536,jesús navas,"RB, RM",84,84,13000000.0,30000.0,35,1.72,0.0028,433.3333333333333
99,152729,piqué,CB,84,84,13500000.0,175000.0,34,1.94,0.00048,77.14285714285714
100,175943,d. mertens,"CF, ST, CAM",84,84,20500000.0,105000.0,34,1.69,0.0008,195.23809523809524
101,181291,g. wijnaldum,"CM, CDM",84,84,40500000.0,115000.0,30,1.75,0.0007304347826086957,352.17391304347825
102,183711,j. henderson,"CDM, CM",84,84,29500000.0,140000.0,31,1.82,0.0006,210.71428571428572
103,184134,fernando,"CDM, CM",84,84,21000000.0,43000.0,33,1.83,0.0019534883720930232,488.3720930232558
104,186345,k. trippier,"RB, RWB, RM",84,84,36500000.0,74000.0,30,1.73,0.001135135135135135,493.2432432432432
105,192629,iago aspas,"ST, RW",84,84,27000000.0,46000.0,33,1.76,0.0018260869565217392,586.9565217391304
106,193080,de gea,GK,84,84,28000000.0,120000.0,30,1.92,0.0007,233.33333333333334
107,197445,d. alaba,"CB, LB",84,84,35500000.0,195000.0,29,1.8,0.0004307692307692308,182.05128205128204
108,198706,luis alberto,"CAM, CM, CF",84,84,42500000.0,95000.0,28,1.83,0.0008842105263157895,447.36842105263156
109,199434,d. tadić,"LW, CF, CAM",84,84,33500000.0,32000.0,32,1.81,0.002625,1046.875
110,199451,w. ben yedder,ST,84,84,41500000.0,88000.0,30,1.7,0.0009545454545454546,471.59090909090907
111,200458,l. digne,LB,84,84,40500000.0,110000.0,27,1.78,0.0007636363636363637,368.1818181818182
112,200647,j. iličić,"CF, ST",84,84,27000000.0,84000.0,33,1.9000000000000001,0.001,321.42857142857144
113,202811,e. martínez,GK,84,85,33500000.0,81000.0,28,1.95,0.0010493827160493827,413.58024691358025
114,203263,h. maguire,CB,84,86,42500000.0,155000.0,28,1.94,0.0005548387096774194,274.19354838709677
115,204639,s. savić,CB,84,84,34500000.0,74000.0,30,1.87,0.001135135135135135,466.2162162162162
116,204923,m. sabitzer,"CM, CDM, CAM",84,85,48000000.0,110000.0,27,1.78,0.0007727272727272727,436.3636363636364
117,205988,l. shaw,LB,84,86,48500000.0,140000.0,25,1.81,0.0006142857142857142,346.42857142857144
118,206517,j. grealish,"LW, LM, CAM",84,85,50500000.0,180000.0,25,1.8,0.00047222222222222224,280.55555555555554
119,207862,m. ginter,CB,84,85,42500000.0,45000.0,27,1.9100000000000001,0.001888888888888889,944.4444444444445
120,207863,felipe,CB,84,84,27500000.0,74000.0,32,1.9000000000000001,0.001135135135135135,371.6216216216216
121,208418,y. carrasco,"LM, ST",84,84,45000000.0,81000.0,27,1.85,0.001037037037037037,555.5555555555555
122,208574,f. kostić,"LM, LWB",84,84,42500000.0,52000.0,28,1.84,0.0016153846153846153,817.3076923076923
123,208670,h. ziyech,"RW, CAM",84,84,42500000.0,170000.0,28,1.81,0.0004941176470588235,250.0
124,209889,r. guerreiro,"LB, LM",84,84,40500000.0,79000.0,27,1.7,0.0010632911392405063,512.6582278481013
125,210243,ricardo pereira,"RB, RM",84,84,40500000.0,130000.0,27,1.75,0.0006461538461538461,311.53846153846155
126,212188,t. werner,"ST, LW",84,87,56500000.0,155000.0,25,1.8,0.0005612903225806451,364.51612903225805
127,215698,m. maignan,GK,84,89,49500000.0,45000.0,25,1.9100000000000001,0.001977777777777778,1100.0
128,216352,m. brozović,"CDM, CM",84,84,37000000.0,130000.0,28,1.81,0.0006461538461538461,284.61538461538464
129,216393,y. tielemans,"CM, CDM",84,87,57000000.0,125000.0,24,1.76,0.000696,456.0
130,216460,j. giménez,CB,84,88,52000000.0,74000.0,26,1.85,0.0011891891891891893,702.7027027027027
131,216594,n. fekir,"CAM, RM, ST",84,84,45000000.0,42000.0,27,1.73,0.002,1071.4285714285713
132,222492,l. sané,"RM, LM",84,87,56000000.0,105000.0,25,1.83,0.0008285714285714286,533.3333333333334
133,224232,n. barella,CM,84,89,63500000.0,120000.0,24,1.72,0.0007416666666666666,529.1666666666666
134,224334,m. acuña,"LB, LM",84,84,37000000.0,45000.0,29,1.72,0.0018666666666666666,822.2222222222222
135,228941,andré silva,ST,84,85,51000000.0,110000.0,25,1.85,0.0007727272727272727,463.6363636363636
136,230938,f. kessié,"CDM, CM",84,86,49500000.0,51000.0,24,1.83,0.0016862745098039215,970.5882352941177
137,232656,t. hernández,LB,84,90,62500000.0,51000.0,23,1.84,0.0017647058823529412,1225.4901960784314
138,235790,k. havertz,"CAM, CF, CM",84,92,94500000.0,130000.0,22,1.8800000000000001,0.0007076923076923077,726.9230769230769
139,237692,p. foden,"CAM, LW, CM",84,92,94500000.0,125000.0,21,1.71,0.000736,756.0
140,135507,fernandinho,"CDM, CB",83,83,7000000.0,100000.0,36,1.79,0.00083,70.0
141,169416,c. vela,"RW, LW, CAM",83,83,29000000.0,17000.0,32,1.77,0.0048823529411764705,1705.8823529411766
142,177413,a. witsel,"CDM, CM",83,83,24000000.0,72000.0,32,1.86,0.0011527777777777777,333.3333333333333
143,178750,sergio asenjo,GK,83,83,18000000.0,37000.0,32,1.8900000000000001,0.002243243243243243,486.4864864864865
144,179645,s. kjær,CB,83,83,23500000.0,54000.0,32,1.9000000000000001,0.001537037037037037,435.18518518518516
145,180930,e. džeko,ST,83,83,15500000.0,105000.0,35,1.93,0.0007904761904761905,147.61904761904762
146,183907,j. boateng,CB,83,83,23500000.0,81000.0,32,1.9000000000000001,0.0010246913580246914,290.12345679012344
147,184087,t. alderweireld,CB,83,83,,,32,1.86,,
148,184432,azpilicueta,"CB, RWB",83,83,25000000.0,125000.0,31,1.78,0.000664,200.0
149,187961,paulinho,"CM, CAM, CDM",83,83,28500000.0,61000.0,32,1.83,0.001360655737704918,467.21311475409834
150,189575,muniain,"CAM, RM, LM",83,83,36500000.0,44000.0,28,1.7,0.0018863636363636363,829.5454545454545
151,190286,canales,"CM, CDM, LM",83,83,34500000.0,38000.0,30,1.76,0.0021842105263157894,907.8947368421053
152,190941,l. hrádecký,GK,83,83,19000000.0,55000.0,31,1.92,0.0015090909090909091,345.45454545454544
153,191043,alex sandro,"LB, LM",83,83,31500000.0,95000.0,30,1.8,0.0008736842105263158,331.57894736842104
154,192563,b. leno,GK,83,84,28000000.0,87000.0,29,1.9000000000000001,0.0009655172413793104,321.8390804597701
155,192774,k. manolas,CB,83,83,30000000.0,80000.0,30,1.8900000000000001,0.0010375,375.0
156,192883,h. mkhitaryan,"CF, RM, RW",83,83,29500000.0,82000.0,32,1.77,0.0010121951219512195,359.7560975609756
157,193082,j. cuadrado,"RB, RM",83,83,19000000.0,95000.0,33,1.79,0.0008736842105263158,200.0
158,197061,j. matip,CB,83,83,30500000.0,130000.0,29,1.94,0.0006384615384615385,234.6153846153846
159,197655,s. coates,CB,83,83,30000000.0,21000.0,30,1.96,0.003952380952380952,1428.5714285714287
160,199845,f. acerbi,CB,83,83,17500000.0,75000.0,33,1.92,0.0011066666666666666,233.33333333333334
161,199914,allan,"CDM, CM",83,83,30500000.0,100000.0,30,1.75,0.00083,305.0
162,200610,k. volland,"ST, CF",83,83,37000000.0,83000.0,28,1.79,0.001,445.7831325301205
163,201153,morata,ST,83,83,37000000.0,84000.0,28,1.9000000000000001,0.000988095238095238,440.4761904761905
164,201399,m. icardi,ST,83,83,37000000.0,120000.0,28,1.81,0.0006916666666666667,308.3333333333333
165,202884,l. spinazzola,"LWB, LB, LM",83,83,33000000.0,72000.0,28,1.86,0.0011527777777777777,458.3333333333333
166,203574,j. stones,CB,83,86,41000000.0,140000.0,27,1.8800000000000001,0.0006142857142857142,292.85714285714283
167,203841,n. pope,GK,83,83,25000000.0,45000.0,29,1.99,0.0018444444444444443,555.5555555555555
168,204838,r. jiménez,ST,83,83,35500000.0,120000.0,30,1.8800000000000001,0.0006916666666666667,295.8333333333333
169,204935,j. pickford,GK,83,85,33000000.0,83000.0,27,1.85,0.0010240963855421687,397.5903614457831
170,205452,a. rüdiger,CB,83,84,34500000.0,130000.0,28,1.9000000000000001,0.0006461538461538461,265.38461538461536
171,205632,l. ocampos,"LW, RW",83,83,39500000.0,46000.0,26,1.8800000000000001,0.0018043478260869564,858.695652173913
172,207410,m. kovačić,"CM, CDM",83,84,41500000.0,135000.0,27,1.76,0.0006222222222222223,307.4074074074074
173,209989,t. partey,"CM, CDM",83,83,36500000.0,115000.0,28,1.85,0.0007217391304347827,317.39130434782606
174,211688,gayà,"LB, LWB, LM",83,86,43500000.0,48000.0,26,1.72,0.0017916666666666667,906.25
175,213565,t. lemar,"LM, CM, RM",83,86,48000000.0,71000.0,25,1.71,0.001211267605633803,676.056338028169
176,213648,p. højbjerg,"CDM, CM",83,86,43500000.0,105000.0,25,1.85,0.0008190476190476191,414.2857142857143
177,214997,á. correa,"ST, RM",83,86,48000000.0,80000.0,26,1.71,0.001075,600.0
178,215333,d. zapata,ST,83,83,35500000.0,77000.0,30,1.8900000000000001,0.001077922077922078,461.038961038961
179,216354,a. kramarić,"ST, CAM",83,83,35500000.0,59000.0,30,1.77,0.0014067796610169492,601.6949152542373
180,220651,angeliño,"LWB, LM",83,86,46000000.0,77000.0,24,1.75,0.0011168831168831168,597.4025974025974
181,220814,l. hernández,"LB, CB",83,86,44500000.0,85000.0,25,1.84,0.0010117647058823529,523.5294117647059
182,220834,marco asensio,"RW, LW",83,86,48000000.0,190000.0,25,1.82,0.0004526315789473684,252.6315789473684
183,223689,w. weghorst,ST,83,83,37000000.0,95000.0,28,1.97,0.0008736842105263158,389.4736842105263
184,223697,r. gosens,"LWB, LB, LM",83,83,36000000.0,65000.0,26,1.83,0.001276923076923077,553.8461538461538
185,225193,merino,CM,83,87,50000000.0,47000.0,25,1.8900000000000001,0.001851063829787234,1063.8297872340424
186,225850,p. kimpembe,CB,83,87,45500000.0,90000.0,25,1.8900000000000001,0.0009666666666666667,505.55555555555554
187,228618,f. mendy,LB,83,86,43500000.0,170000.0,26,1.8,0.0005058823529411764,255.88235294117646
188,229880,a. wan-bissaka,RB,83,87,48500000.0,115000.0,23,1.83,0.0007565217391304348,421.7391304347826
189,230481,ronaldo cabrais,"CAM, RM",83,83,35500000.0,49000.0,29,1.77,0.0016938775510204082,724.4897959183673
190,230658,arthur,CM,83,85,47000000.0,90000.0,24,1.71,0.0009444444444444445,522.2222222222222
191,230666,gabriel jesus,ST,83,87,52500000.0,150000.0,24,1.75,0.00058,350.0
192,231443,o. dembélé,RW,83,88,55000000.0,165000.0,24,1.78,0.0005333333333333334,333.3333333333333
193,233064,m. mount,"CAM, CM, RW",83,89,58500000.0,120000.0,22,1.78,0.0007416666666666666,487.5
194,234642,é. mendy,GK,83,85,30000000.0,105000.0,29,1.97,0.0008095238095238096,285.7142857142857
195,235805,f. chiesa,"RW, LW, RM",83,91,80500000.0,74000.0,23,1.75,0.0012297297297297297,1087.837837837838
196,239053,f. valverde,CM,83,89,58000000.0,160000.0,22,1.82,0.00055625,362.5
197,241486,j. koundé,CB,83,89,53000000.0,33000.0,22,1.81,0.002696969696969697,1606.060606060606
198,242444,joão félix,"CF, ST",83,91,82000000.0,61000.0,21,1.81,0.0014918032786885246,1344.2622950819673
199,120533,pepe,CB,82,82,5500000.0,14000.0,38,1.8800000000000001,0.005857142857142857,392.85714285714283
200,157481,raúl albiol,CB,82,82,8000000.0,30000.0,35,1.9000000000000001,0.0027333333333333333,266.6666666666667
201,164835,ł. fabiański,GK,82,82,3400000.0,43000.0,36,1.9000000000000001,0.0019069767441860465,79.06976744186046
202,168435,s. sirigu,GK,82,82,5000000.0,20000.0,34,1.92,0.0041,250.0
203,168651,i. rakitić,CM,82,82,18500000.0,39000.0,33,1.84,0.0021025641025641025,474.35897435897436
204,173731,g. bale,"RM, RW",82,82,25000000.0,170000.0,31,1.85,0.0004823529411764706,147.05882352941177
205,178005,rui patrício,GK,82,82,10000000.0,51000.0,33,1.9000000000000001,0.001607843137254902,196.07843137254903
206,178562,é. banega,"CDM, CM",82,82,15000000.0,46000.0,33,1.74,0.0017826086956521739,326.0869565217391
207,180206,m. pjanić,CM,82,82,25000000.0,155000.0,31,1.78,0.0005290322580645162,161.29032258064515
208,183512,yuri berchiche,LB,82,82,22000000.0,35000.0,31,1.81,0.002342857142857143,628.5714285714286
209,187072,l. stindl,"CAM, ST",82,82,24000000.0,41000.0,32,1.81,0.002,585.3658536585366
210,188152,oscar,"CAM, CM, LW",82,82,30000000.0,38000.0,29,1.79,0.002157894736842105,789.4736842105264
211,188943,k. trapp,GK,82,82,20500000.0,31000.0,30,1.8900000000000001,0.0026451612903225807,661.2903225806451
212,189242,coutinho,"CAM, LW, CM",82,82,30000000.0,165000.0,29,1.72,0.000496969696969697,181.8181818181818
213,190460,c. eriksen,"CM, CAM",82,82,29500000.0,120000.0,29,1.81,0.0006833333333333333,245.83333333333334
214,190815,d. blind,"CB, CDM, LB",82,82,21000000.0,23000.0,31,1.8,0.0035652173913043477,913.0434782608696
215,192318,m. götze,"CAM, CM",82,82,30000000.0,29000.0,29,1.77,0.0028275862068965515,1034.4827586206898
216,193105,a. areola,GK,82,84,26000000.0,75000.0,28,1.95,0.00112,346.6666666666667
217,193165,j. corona,"RM, RB, RW",82,82,30500000.0,22000.0,28,1.73,0.003727272727272727,1386.3636363636363
218,193301,a. lacazette,ST,82,82,30000000.0,110000.0,30,1.75,0.0007454545454545455,272.72727272727275
219,193474,i. gueye,"CDM, CM",82,82,21500000.0,88000.0,31,1.74,0.0009318181818181818,244.3181818181818
220,193525,mário fernandes,RB,82,82,26500000.0,57000.0,30,1.87,0.0014385964912280703,464.9122807017544
221,193698,o. baumann,GK,82,82,16000000.0,37000.0,31,1.87,0.0022162162162162164,432.43243243243245
222,194404,neto,GK,82,82,16000000.0,115000.0,31,1.9000000000000001,0.0007130434782608696,139.1304347826087
223,197781,isco,"CAM, CM, LW",82,82,30000000.0,175000.0,29,1.76,0.00046857142857142855,171.42857142857142
224,198717,w. zaha,"CF, LM, ST",82,82,31000000.0,85000.0,28,1.8,0.0009647058823529412,364.70588235294116
225,199110,l. muriel,ST,82,82,30000000.0,70000.0,30,1.79,0.0011714285714285715,428.57142857142856
226,199482,a. lopes,GK,82,83,23000000.0,60000.0,30,1.84,0.0013833333333333334,383.3333333333333
227,199823,campaña,"CM, LM, RM",82,82,30500000.0,43000.0,28,1.79,0.0019069767441860465,709.3023255813954
228,201305,gabriel paulista,CB,82,82,25000000.0,44000.0,30,1.85,0.0018636363636363635,568.1818181818181
229,201519,j. veretout,"CDM, CM",82,83,29500000.0,66000.0,28,1.77,0.0012575757575757575,446.969696969697
230,202651,suso,RW,82,82,32500000.0,42000.0,27,1.76,0.0019523809523809524,773.8095238095239
231,203486,t. hazard,"LM, CF",82,82,30500000.0,75000.0,28,1.75,0.0010933333333333333,406.6666666666667
232,205069,juan bernat,LB,82,82,27500000.0,90000.0,28,1.7,0.0009111111111111111,305.55555555555554
233,205070,portu,"RW, RM, LW",82,82,30000000.0,51000.0,29,1.67,0.001607843137254902,588.2352941176471
234,208128,h. çalhanoğlu,"CAM, LM",82,83,35000000.0,115000.0,27,1.78,0.0007217391304347827,304.3478260869565
235,208333,e. can,"CM, CB, CDM",82,83,35000000.0,72000.0,27,1.86,0.0011527777777777777,486.1111111111111
236,208421,saúl,"CM, LM",82,85,39500000.0,68000.0,26,1.84,0.00125,580.8823529411765
237,208461,m. de roon,"CDM, CM",82,82,25500000.0,59000.0,30,1.85,0.0013898305084745763,432.20338983050846
238,209981,y. bounou,GK,82,82,20500000.0,29000.0,30,1.92,0.0028275862068965515,706.8965517241379
239,210035,grimaldo,"LB, LM, LWB",82,85,37000000.0,18000.0,25,1.71,0.004722222222222222,2055.5555555555557
240,210413,a. romagnoli,CB,82,83,31500000.0,49000.0,26,1.85,0.0016938775510204082,642.8571428571429
241,210935,d. berardi,"RW, RM",82,82,33500000.0,51000.0,26,1.83,0.001607843137254902,656.8627450980392
242,211256,n. tagliafico,LB,82,82,27500000.0,24000.0,28,1.72,0.003416666666666667,1145.8333333333333
243,211515,p. gollini,GK,82,87,35000000.0,48000.0,26,1.94,0.0018125,729.1666666666666
244,212190,n. süle,"CB, RB",82,87,40500000.0,78000.0,25,1.95,0.0011153846153846153,519.2307692307693
245,212462,alex telles,LB,82,82,27500000.0,130000.0,28,1.81,0.0006307692307692308,211.53846153846155
246,212523,anderson talisca,"CF, ST, CAM",82,83,35500000.0,61000.0,27,1.9000000000000001,0.001360655737704918,581.9672131147541
247,212616,r. de paul,"CM, CF",82,83,35000000.0,68000.0,27,1.8,0.0012205882352941176,514.7058823529412
248,216547,rafa,"RM, LM",82,82,30500000.0,22000.0,28,1.7,0.003727272727272727,1386.3636363636363
249,219693,diego carlos,CB,82,84,30500000.0,37000.0,28,1.85,0.00227027027027027,824.3243243243244
250,220018,a. rebić,"LM, ST",82,82,32500000.0,54000.0,27,1.85,0.0015185185185185184,601.8518518518518
