,sofifa_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm
74,179813,E. Cavani,Edinson Roberto Cavani Gómez,ST,0.652173913,0.5652173913,-0.7320391152,0.0844062947,-0.0526315789,0.1764705882
75,183277,E. Hazard,Eden Hazard,LW,0.652173913,0.5652173913,-0.4639854426,0.3705293276,-0.2631578947,-0.2156862745
76,184344,L. Bonucci,Leonardo Bonucci,CB,0.652173913,0.5652173913,-0.8196720466,-0.3733905579,-0.0526315789,0.3725490196
77,185122,P. Gulácsi,Péter Gulácsi,GK,0.652173913,0.5652173913,-0.7062647236,-0.5050071531,-0.2105263158,0.4117647059
78,186942,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",0.652173913,0.5652173913,-0.4691403209,0.0557939914,-0.2631578947,-0.0196078431
79,188350,M. Reus,Marco Reus,"CAM, CF",0.652173913,0.5652173913,-0.5567732524,-0.4592274678,-0.1578947368,-0.0196078431
80,188377,K. Walker,Kyle Walker,RB,0.652173913,0.5652173913,-0.5980122789,-0.0300429185,-0.2105263158,0.0980392157
81,188567,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,"ST, LW, LM",0.652173913,0.5652173913,-0.551618374,-0.1731044349,-0.1578947368,0.2549019608
82,193747,Koke,Jorge Resurrección Merodio,"CM, CDM",0.652173913,0.5652173913,-0.4588305643,-0.4878397711,-0.3157894737,-0.1764705882
83,194765,A. Griezmann,Antoine Griezmann,"ST, LW, RW",0.652173913,0.5652173913,-0.453675686,0.2560801144,-0.2631578947,-0.1764705882
84,198176,S. de Vrij,Stefan de Vrij,CB,0.652173913,0.5652173913,-0.5361537391,-0.1731044349,-0.3157894737,0.3333333333
85,201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,CF,0.652173913,0.5652173913,-0.4433659293,0.0557939914,-0.3157894737,0.0196078431
86,202556,M. Depay,Memphis Depay,"CF, LW, CAM",0.652173913,0.6086956522,-0.3505781196,0.2560801144,-0.4210526316,-0.1764705882
87,204963,Carvajal,Daniel Carvajal Ramos,RB,0.652173913,0.5652173913,-0.5103793475,0.1988555079,-0.3157894737,-0.2941176471
88,205498,Jorginho,Luiz Frello Filho Jorge,"CM, CDM",0.652173913,0.5652173913,-0.4588305643,-0.0300429185,-0.3157894737,-0.0196078431
89,206113,S. Gnabry,Serge David Gnabry,"RM, LM, RW",0.652173913,0.6086956522,-0.3351134846,-0.3733905579,-0.5263157895,-0.1764705882
90,223848,S. Milinković-Savić,Sergej Milinković-Savić,"CM, CDM, CAM",0.652173913,0.652173913,-0.3196488497,-0.4306151645,-0.4736842105,0.4117647059
91,226790,W. Ndidi,Onyinye Wilfred Ndidi,"CDM, CM",0.652173913,0.6956521739,-0.3144939714,-0.3161659514,-0.5789473684,0.0980392157
92,230142,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",0.652173913,0.7391304348,-0.2010866483,-0.6766809728,-0.5789473684,0.0196078431
93,231478,L. Martínez,Lautaro Javier Martínez,ST,0.652173913,0.7391304348,-0.19593177,-0.1731044349,-0.6315789474,-0.2549019608
94,231677,M. Rashford,Marcus Rashford,"LM, ST",0.652173913,0.7391304348,-0.2010866483,-0.1444921316,-0.6315789474,0.2156862745
95,235212,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",0.652173913,0.6956521739,-0.2835647015,-0.4306151645,-0.6842105263,0.0196078431
96,235243,M. de Ligt,Matthijs de Ligt,CB,0.652173913,0.7826086957,-0.2268610399,-0.539341917,-0.7368421053,0.3333333333
97,41236,Z. Ibrahimović,Zlatan Ibrahimović,ST,0.6086956522,0.5217391304,-0.8506013166,-0.7110157368,0.2105263158,0.568627451
98,146536,Jesús Navas,Jesús Navas González,"RB, RM",0.6086956522,0.5217391304,-0.8660659515,-0.8311874106,0.0,-0.3333333333
99,152729,Piqué,Gerard Piqué Bernabéu,CB,0.6086956522,0.5217391304,-0.8609110732,-0.0014306152,-0.0526315789,0.5294117647
100,175943,D. Mertens,Dries Mertens,"CF, ST, CAM",0.6086956522,0.5217391304,-0.7887427767,-0.4020028612,-0.0526315789,-0.4509803922
101,181291,G. Wijnaldum,Georginio Wijnaldum,"CM, CDM",0.6086956522,0.5217391304,-0.582547644,-0.3447782546,-0.2631578947,-0.2156862745
102,183711,J. Henderson,Jordan Henderson,"CDM, CM",0.6086956522,0.5217391304,-0.695954967,-0.2017167382,-0.2105263158,0.0588235294
103,184134,Fernando,Fernando Francisco Reges,"CDM, CM",0.6086956522,0.5217391304,-0.7835878984,-0.756795422,-0.1052631579,0.0980392157
104,186345,K. Trippier,Kieran Trippier,"RB, RWB, RM",0.6086956522,0.5217391304,-0.6237866705,-0.5793991416,-0.2631578947,-0.2941176471
105,192629,Iago Aspas,Iago Aspas Juncal,"ST, RW",0.6086956522,0.5217391304,-0.7217293586,-0.7396280401,-0.1052631579,-0.1764705882
106,193080,De Gea,David De Gea Quintana,GK,0.6086956522,0.5217391304,-0.7114196019,-0.3161659514,-0.2631578947,0.4509803922
107,197445,D. Alaba,David Olatukunbo Alaba,"CB, LB",0.6086956522,0.5217391304,-0.6340964272,0.113018598,-0.3157894737,-0.0196078431
108,198706,Luis Alberto,Luis Alberto Romero Alconchel,"CAM, CM, CF",0.6086956522,0.5217391304,-0.5619281307,-0.4592274678,-0.3684210526,0.0980392157
109,199434,D. Tadić,Dušan Tadić,"LW, CF, CAM",0.6086956522,0.5217391304,-0.6547159404,-0.8197424893,-0.1578947368,0.0196078431
110,199451,W. Ben Yedder,Wissam Ben Yedder,ST,0.6086956522,0.5217391304,-0.5722378873,-0.4992846924,-0.2631578947,-0.4117647059
111,200458,L. Digne,Lucas Digne,LB,0.6086956522,0.5217391304,-0.582547644,-0.3733905579,-0.4210526316,-0.0980392157
112,200647,J. Iličić,Josip Iličić,"CF, ST",0.6086956522,0.5217391304,-0.7217293586,-0.5221745351,-0.1052631579,0.3725490196
113,202811,E. Martínez,Damián Emiliano Martínez,GK,0.6086956522,0.5652173913,-0.6547159404,-0.539341917,-0.3684210526,0.568627451
114,203263,H. Maguire,Harry Maguire,CB,0.6086956522,0.6086956522,-0.5619281307,-0.1158798283,-0.3684210526,0.5294117647
115,204639,S. Savić,Stefan Savić,CB,0.6086956522,0.5217391304,-0.6444061838,-0.5793991416,-0.2631578947,0.2549019608
116,204923,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",0.6086956522,0.5652173913,-0.5052244692,-0.3733905579,-0.4210526316,-0.0980392157
117,205988,L. Shaw,Luke Shaw,LB,0.6086956522,0.6086956522,-0.5000695909,-0.2017167382,-0.5263157895,0.0196078431
118,206517,J. Grealish,Jack Grealish,"LW, LM, CAM",0.6086956522,0.5652173913,-0.4794500776,0.0271816881,-0.5263157895,-0.0196078431
119,207862,M. Ginter,Matthias Ginter,CB,0.6086956522,0.5652173913,-0.5619281307,-0.7453505007,-0.4210526316,0.4117647059
120,207863,Felipe,Felipe Augusto de Almeida Monteiro,CB,0.6086956522,0.5217391304,-0.7165744803,-0.5793991416,-0.1578947368,0.3725490196
121,208418,Y. Carrasco,Yannick Ferreira Carrasco,"LM, ST",0.6086956522,0.5217391304,-0.5361537391,-0.539341917,-0.4210526316,0.1764705882
122,208574,F. Kostić,Filip Kostić,"LM, LWB",0.6086956522,0.5217391304,-0.5619281307,-0.7052932761,-0.3684210526,0.137254902
123,208670,H. Ziyech,Hakim Ziyech,"RW, CAM",0.6086956522,0.5217391304,-0.5619281307,-0.0300429185,-0.3684210526,0.0196078431
124,209889,R. Guerreiro,Raphaël Adelino José Guerreiro,"LB, LM",0.6086956522,0.5217391304,-0.582547644,-0.5507868383,-0.4210526316,-0.4117647059
125,210243,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,"RB, RM",0.6086956522,0.5217391304,-0.582547644,-0.2589413448,-0.4210526316,-0.2156862745
126,212188,T. Werner,Timo Werner,"ST, LW",0.6086956522,0.652173913,-0.4175915378,-0.1158798283,-0.5263157895,-0.0196078431
127,215698,M. Maignan,Mike Maignan,GK,0.6086956522,0.7391304348,-0.4897598342,-0.7453505007,-0.5263157895,0.4117647059
128,216352,M. Brozović,Marcelo Brozović,"CDM, CM",0.6086956522,0.5217391304,-0.6186317922,-0.2589413448,-0.3684210526,0.0196078431
129,216393,Y. Tielemans,Youri Tielemans,"CM, CDM",0.6086956522,0.652173913,-0.4124366594,-0.2875536481,-0.5789473684,-0.1764705882
130,216460,J. Giménez,José María Giménez de Vargas,CB,0.6086956522,0.6956521739,-0.4639854426,-0.5793991416,-0.4736842105,0.1764705882
131,216594,N. Fekir,Nabil Fekir,"CAM, RM, ST",0.6086956522,0.5217391304,-0.5361537391,-0.7625178827,-0.4210526316,-0.2941176471
132,222492,L. Sané,Leroy Aziz Sané,"RM, LM",0.6086956522,0.652173913,-0.4227464161,-0.4020028612,-0.5263157895,0.0980392157
133,224232,N. Barella,Nicolò Barella,CM,0.6086956522,0.7391304348,-0.3454232413,-0.3161659514,-0.5789473684,-0.3333333333
134,224334,M. Acuña,Marcos Javier Acuña,"LB, LM",0.6086956522,0.5217391304,-0.6186317922,-0.7453505007,-0.3157894737,-0.3333333333
135,228941,André Silva,André Miguel Valente da Silva,ST,0.6086956522,0.5652173913,-0.4742951993,-0.3733905579,-0.5263157895,0.1764705882
136,230938,F. Kessié,Franck Yannick Kessié,"CDM, CM",0.6086956522,0.6086956522,-0.4897598342,-0.7110157368,-0.5789473684,0.0980392157
137,232656,T. Hernández,Theo Bernard François Hernández,LB,0.6086956522,0.7826086957,-0.3557329979,-0.7110157368,-0.6315789474,0.137254902
138,235790,K. Havertz,Kai Lukas Havertz,"CAM, CF, CM",0.6086956522,0.8695652174,-0.0258207855,-0.2589413448,-0.6842105263,0.2941176471
139,237692,P. Foden,Philip Foden,"CAM, LW, CM",0.6086956522,0.8695652174,-0.0258207855,-0.2875536481,-0.7368421053,-0.3725490196
140,135507,Fernandinho,Fernando Luiz Rosa,"CDM, CB",0.5652173913,0.4782608696,-0.9279244913,-0.4306151645,0.0526315789,-0.0588235294
141,169416,C. Vela,Carlos Alberto Vela Garrido,"RW, LW, CAM",0.5652173913,0.4782608696,-0.7011098453,-0.9055793991,-0.1578947368,-0.137254902
142,177413,A. Witsel,Axel Witsel,"CDM, CM",0.5652173913,0.4782608696,-0.7526586285,-0.5908440629,-0.1578947368,0.2156862745
143,178750,Sergio Asenjo,Sergio Asenjo Andrés,GK,0.5652173913,0.4782608696,-0.8145171683,-0.791130186,-0.1578947368,0.3333333333
144,179645,S. Kjær,Simon Thorup Kjær,CB,0.5652173913,0.4782608696,-0.7578135068,-0.6938483548,-0.1578947368,0.3725490196
145,180930,E. Džeko,Edin Džeko,ST,0.5652173913,0.4782608696,-0.8402915599,-0.4020028612,0.0,0.4901960784
146,183907,J. Boateng,Jérôme Boateng,CB,0.5652173913,0.4782608696,-0.7578135068,-0.539341917,-0.1578947368,0.3725490196
147,184087,T. Alderweireld,Toby Alderweireld,CB,0.5652173913,0.4782608696,,,-0.1578947368,0.2156862745
148,184432,Azpilicueta,César Azpilicueta Tanco,"CB, RWB",0.5652173913,0.4782608696,-0.7423488719,-0.2875536481,-0.2105263158,-0.0980392157
149,187961,Paulinho,José Paulo Bezzera Maciel Júnior,"CM, CAM, CDM",0.5652173913,0.4782608696,-0.7062647236,-0.6537911302,-0.1578947368,0.0980392157
150,189575,Muniain,Iker Muniain Goñi,"CAM, RM, LM",0.5652173913,0.4782608696,-0.6237866705,-0.7510729614,-0.3684210526,-0.4117647059
151,190286,Canales,Sergio Canales Madrazo,"CM, CDM, LM",0.5652173913,0.4782608696,-0.6444061838,-0.7854077253,-0.2631578947,-0.1764705882
152,190941,L. Hrádecký,Lukáš Hrádecký,GK,0.5652173913,0.4782608696,-0.8042074117,-0.6881258941,-0.2105263158,0.4509803922
153,191043,Alex Sandro,Alex Sandro Lobo Silva,"LB, LM",0.5652173913,0.4782608696,-0.6753354537,-0.4592274678,-0.2631578947,-0.0196078431
154,192563,B. Leno,Bernd Leno,GK,0.5652173913,0.5217391304,-0.7114196019,-0.5050071531,-0.3157894737,0.3725490196
155,192774,K. Manolas,Konstantinos Manolas,CB,0.5652173913,0.4782608696,-0.6908000887,-0.5450643777,-0.2631578947,0.3333333333
156,192883,H. Mkhitaryan,Henrikh Mkhitaryan,"CF, RM, RW",0.5652173913,0.4782608696,-0.695954967,-0.5336194564,-0.1578947368,-0.137254902
157,193082,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RB, RM",0.5652173913,0.4782608696,-0.8042074117,-0.4592274678,-0.1052631579,-0.0588235294
158,197061,J. Matip,Joël Andre Job Matip,CB,0.5652173913,0.4782608696,-0.6856452103,-0.2589413448,-0.3157894737,0.5294117647
159,197655,S. Coates,Sebastián Coates Nión,CB,0.5652173913,0.4782608696,-0.6908000887,-0.8826895565,-0.2631578947,0.6078431373
160,199845,F. Acerbi,Francesco Acerbi,CB,0.5652173913,0.4782608696,-0.8196720466,-0.573676681,-0.1052631579,0.4509803922
161,199914,Allan,Allan Marques Loureiro,"CDM, CM",0.5652173913,0.4782608696,-0.6856452103,-0.4306151645,-0.2631578947,-0.2156862745
162,200610,K. Volland,Kevin Volland,"ST, CF",0.5652173913,0.4782608696,-0.6186317922,-0.5278969957,-0.3684210526,-0.0588235294
163,201153,Morata,Álvaro Borja Morata Martín,ST,0.5652173913,0.4782608696,-0.6186317922,-0.5221745351,-0.3684210526,0.3725490196
164,201399,M. Icardi,Mauro Emanuel Icardi Rivero,ST,0.5652173913,0.4782608696,-0.6186317922,-0.3161659514,-0.3684210526,0.0196078431
165,202884,L. Spinazzola,Leonardo Spinazzola,"LWB, LB, LM",0.5652173913,0.4782608696,-0.6598708187,-0.5908440629,-0.3684210526,0.2156862745
166,203574,J. Stones,John Stones,CB,0.5652173913,0.6086956522,-0.5773927656,-0.2017167382,-0.4210526316,0.2941176471
167,203841,N. Pope,Nick Pope,GK,0.5652173913,0.4782608696,-0.7423488719,-0.7453505007,-0.3157894737,0.7254901961
168,204838,R. Jiménez,Raúl Alonso Jiménez Rodríguez,ST,0.5652173913,0.4782608696,-0.6340964272,-0.3161659514,-0.2631578947,0.2941176471
169,204935,J. Pickford,Jordan Pickford,GK,0.5652173913,0.5652173913,-0.6598708187,-0.5278969957,-0.4210526316,0.1764705882
170,205452,A. Rüdiger,Antonio Rüdiger,CB,0.5652173913,0.5217391304,-0.6444061838,-0.2589413448,-0.3684210526,0.3725490196
171,205632,L. Ocampos,Lucas Ariel Ocampos,"LW, RW",0.5652173913,0.4782608696,-0.5928574006,-0.7396280401,-0.4736842105,0.2941176471
172,207410,M. Kovačić,Mateo Kovačić,"CM, CDM",0.5652173913,0.5217391304,-0.5722378873,-0.2303290415,-0.4210526316,-0.1764705882
173,209989,T. Partey,Thomas Partey,"CM, CDM",0.5652173913,0.4782608696,-0.6237866705,-0.3447782546,-0.3684210526,0.1764705882
174,211688,Gayà,José Luís Gayà Peña,"LB, LWB, LM",0.5652173913,0.6086956522,-0.551618374,-0.7281831187,-0.4736842105,-0.3333333333
175,213565,T. Lemar,Thomas Lemar,"LM, CM, RM",0.5652173913,0.6086956522,-0.5052244692,-0.5965665236,-0.5263157895,-0.3725490196
176,213648,P. Højbjerg,Pierre-Emile Kordt Højbjerg,"CDM, CM",0.5652173913,0.6086956522,-0.551618374,-0.4020028612,-0.5263157895,0.1764705882
177,214997,Á. Correa,Ángel Martín Correa,"ST, RM",0.5652173913,0.6086956522,-0.5052244692,-0.5450643777,-0.4736842105,-0.3725490196
178,215333,D. Zapata,Duván Esteban Zapata Banguera,ST,0.5652173913,0.4782608696,-0.6340964272,-0.5622317597,-0.2631578947,0.3333333333
179,216354,A. Kramarić,Andrej Kramarić,"ST, CAM",0.5652173913,0.4782608696,-0.6340964272,-0.6652360515,-0.2631578947,-0.137254902
180,220651,Angeliño,José Ángel Esmoris Tasende,"LWB, LM",0.5652173913,0.6086956522,-0.5258439825,-0.5622317597,-0.5789473684,-0.2156862745
181,220814,L. Hernández,Lucas François Bernard Hernández Pi,"LB, CB",0.5652173913,0.6086956522,-0.5413086174,-0.5164520744,-0.5263157895,0.137254902
182,220834,Marco Asensio,Marco Asensio Willemsen,"RW, LW",0.5652173913,0.6086956522,-0.5052244692,0.0844062947,-0.5263157895,0.0588235294
183,223689,W. Weghorst,Wout Weghorst,ST,0.5652173913,0.4782608696,-0.6186317922,-0.4592274678,-0.3684210526,0.6470588235
184,223697,R. Gosens,Robin Everardus Gosens,"LWB, LB, LM",0.5652173913,0.4782608696,-0.6289415488,-0.6309012876,-0.4736842105,0.0980392157
185,225193,Merino,Mikel Merino Zazón,CM,0.5652173913,0.652173913,-0.4846049559,-0.7339055794,-0.5263157895,0.3333333333
